@relation I__fullcorpus_sentence_coae2014

@attribute text string
@attribute @@class@@ {0,1}

@data
'如果 诺基亚 稍稍 改进 一下下 ， 它 绝对 是 我 的 首选 。 对于 我 这个 一直 强调 不 喜欢 三星 不 喜欢 HTC 不 喜欢 摩托罗拉 等 这些 主流 品牌手机 的 人 来说 ， 其实 心里 都 在 给 诺基亚 留出 一个 空位 。 我 对 E63 和 E71 从来 都 没断 过念 想 ， 哪怕 诺基亚 不 改进 系统 ， 我 以后 还是 会 买 这 两款 手机 。 不得不 承认 ， 诺基亚',1
'三星 N7100 不 完全 评测 港行 的 note2 现在 入手 ， 和 盖世 3 的 价格 相差 在 500 元 左右 ， 玩 了 一 晚上 了 ， 除了 发短信 全都 是 乱码 我 没 搞懂 其他 的 感觉 都 比较 好 ， 特别 是 三星 推崇 的 人机交互 ， 感觉 手机 像是 活 的 一样 ～ 还有 一点 5.5 寸 的 聚屏 真的 有点 霸气 外露 ， 手机 流畅 度 简直 就是 飞 一样',1
'好 漂亮 的 钥匙扣 哦 ！ ~ [ 花心 ]   [ 花心 ]   在 这里 祝愿 博主 和 所有 粉丝 以及 家人 身体健康 ， 万事如意 ， 微博 粉丝 节节 攀升 ， 加油   好运 o ( ∩ _ ∩ ) o ! ！ ~ 石 黄金 翡翠 概 我 的 名字 是 最 短 的 猫猫 猫 007 子鸡 果 鸡蛋 开 心灵 的 翅膀 刀手 李奥纳多 师傅',1
'这 是 我 的 手机 三星   Galaxy   note2 ， 喜欢 它 有 100 个 理由 ， 对 我 来说 重要 的 是 用',1
'今天 去 买手机 了 嘿嘿 ！ 买 了 个 三星 W999 买 的 时候 很 高兴 买来 了 玩 了 一会 就 感觉 没意思 了 唉 · · · · · · · · · · · · · · · · · · · ·',1
'在 翡翠 的 故乡 缅甸 ， 墨翠 被 称为 “ 情人 的 影子 ” 或 “ 成功 男人 的 影子 ” 。 因为 墨翠 的 色泽 像 天上 仙女们 乌黑亮丽 的 秀发 一般 ， 在 强光 之下 还 能 透出 奇异 的 深绿色 ， 因此 被 比喻 成 占据 男性 心田 的 美丽 倩影 。',1
'极品 正阳 绿 翡翠 冰种 平安 扣 怀古 吊坠 ～ 精致 秀美 端庄 的 款式   |   密 镶 的 精致 工艺 + 冰种 正阳 绿 的 翠色 呈现出 一款 高档 翡翠 吊坠 ；   双 平安 扣 款式 ， 小 平安 扣 做 扣头 ， 大 平安 扣 镶嵌 为 吊 坠 ， 扇形 设计 的',1
'的确 是 块 美玉 。 红 玉髓 、 冰 翡翠',1
'金有价 ， 玉 无价 。 玉有 其 独特 的 气质 ， 声音 清脆 响亮 ， 越纯越 剔透 越 招人 喜爱 ， 价格 自然 高 ， 今儿 认识 的 玉有 翡翠 ， 水磨 玉 ， 芙蓉 玉 。 首次 淘 了 一只 收入 囊',1
'冰种 玫瑰 金 豪华 钻石 翡翠 戒指 ~ 38 分 的 钻石 配',1
'这种 珍贵 的 翡翠 制作 的 扁方 ， 戴时 贯穿 横扁 簪 的 发簪 中 ， 那 翠绿色 的 玉色 与 漆黑 的 头发 ， 强烈 的 对比色',1
'冰冰 润润 的 黄翡 ， 颜色 非常 温润 明朗 ， 雕工 也 很 细致 ， 佩戴 起来 很大 气       ：   冰种 黄翡 缅甸 翡翠 连年 有余 挂件     高 ： 53.2 mm   宽 ： 34.8 mm   厚 ： 9.4 m',1
'某 2012 秋季 拍卖 预展 现场 ， 自我感觉 紫砂 木有 春季 拍卖 的 好 ， 最动',1
'我 决定 了 ， 我要 换 三星 的 ， 姐',1
'第一次 玩 赌石 ， 中 了 块',1
'昆明 地矿局 的 一个 展厅 ， 两米 高 的 翡',1
'这 翡翠 观',1
'哇 哈哈 ， 美亚 “ 乐悠游 ” 海外 旅行 保险 还 真是 靠 铺 ！ 100 \% 赔付 。 不到 5 个 工作日 ， 效率 超高 ！ 赞 ！ ！ ！ 赚 了 赚 了 ， 一',1
'一茎 莲叶 ， 寓意 一品 清廉 ， 荷叶 的 馨香 清新 与 帝王 绿 翡翠 的 清雅 绿色 在 这个 挂件 上 完美 结缘 ， 采用 玻璃 种 帝王 绿 翡翠 原料 ， 精致 的 设计 ， 轻雅 的 雕工 ， 只是 为了 最大 限度 的 保证 顶级 翡翠 原',1
帮,1
'iphone 换 三星 nato2 。 最大 感受',1
'# 我 爱 Note Ⅱ # 我 爱 三星 的 大气 ， 爱 它 的 时尚 ， 爱 它 的 无与伦比 的 魅力 ！ 星 手机 官网   舞 _ 飘零',1
'今天 见到 了 稀世 宝贝 — 陨石 翡翠 光 夜明珠 ， 好大 的 一颗 呦 ， 还 见到 一只 手镯 ， 白天 只要 在 灯光 下 晃晃 ， 马上 现出 翡翠绿 的 光 ， 很 晶莹 ， 很 柔和 ， 很 润泽 好 美的 ， 照 了 相片 过',1
'必须 承认 ， 你 拍 的 比 我 好看 多 了 ， 真实 的 再现 了 翡翠 金鱼 的 美 ， 我 的 推荐 相信 还是 让 你 满意 的 ， 下周 的 金鱼 戒指 ， 我先 上传 ， 到 时 你 收到 了 ， 再 拍 下 分享 给 大家 ， 翡翠 的 快乐 需要 分享 ， 我 也 会 尽力 拍 出',1
'美丽 的 翡翠 之花 ~ 钻石',1
'联通 3G 卡 果然 给力 ， 再也 不用 跟 gprs 较劲 了 … 牛豆   话 说 欧朋 手机 浏览器 真心 好用 啊 ～ 捣鼓 手机 上瘾 了 ， 我 一定 要 研究',1
翡翠,1
'无奈 了 。 。 要 换个 了 # 谁 是 跑 分王 #   作为 古董 机 ， 我 自我感觉 还 不错 ！   什么 ？ PK ？   那 是 你们 年轻 手机 才 热衷 的 事 。 60 优化大师   诊断 我 （ 三星   S5830 ） 为 1303 分 ， 经常 用 360 优化大师 优化 一下 ， 这 把 老骨头 还是 可以 派些 用场 的 。   下载 地址 ： http : / / t . c',1
'我 不 买 IPHONE5 了 ， 因为 我 想 买单 反 了 ， 这个 三星 的 还 带 WIFI 一刚 ， 实在 是 太 他 妈合 我意 了 ， 你 说 我 是不是 又 有点 冲动 呢 ？ 可是 我 就是 想要 一个 带 WIFI 的 相机 ， 能 直接 上传 微博 或 手机 的 ， 很 方便 的 ， 你 说 呢 而且 这款 好 漂亮 哦 ！ 情 宝宝 的 囡',1
'今天 买 的 三星 手机 到货 。 非常 不错 ， 白色 的 9300 ， 特别 漂亮 ， 就是 不会 太用 ， 功能 太强大 了',1
'夜雨 洗开 千 翡翠 ， 春风 撼碎 万 琅玕 。   翡翠 是 天地 万物之灵 ， 是 神奇 力量 的 化身 ， 寄托 着 人们 对 自然 的 崇拜 和 敬畏 、 对 人生 品质 的 定义 和 向往 、 对 美好生活 的 祈望 和 追求 。 [ 围观 ] 三折 出售 各种 a 货 翡翠 ～ 假一 赔十 [ 给力 ] 有',1
'世间 除了 那 抹 昂贵 的 绿色 翡翠 ， 您 是否 注意 过 其他 玉石 的 美丽 。   分享 天然 玛',1
'晶莹 闪亮 的 莹润 之感 ， 饱满 的 器型 ， 非常 娇俏 可人       ：       冰玻种 淡晴水 缅甸 翡翠 龙行 如意 挂件   高 ： 48.4 mm   宽 ： 20.8 m',1
'手机 被 我 自己 掉 了 无数次 ， 最 激动人心 的 是 ， 它 依然 坚强 ！ 三星 的 躯体 里 有 一',1
'',1
'# 我要 Note Ⅱ # 昨天 看 电影 顺便去 了 苏宁   对比 发现   Note Ⅱ 最 好看 了   配置 还给 力   我 想要 想要 想要   我 是 手机 控 手机 控 手机 控   我 是 三星 粉 三星 粉 三星 粉星 手机 官网   详情 : http : / / t . c',1
'冰种 翡翠 看起来 类似 冰块 ， 虽 没有 钻石 那样 耀眼 的 光芒 ， 也 没有 如 水晶 般的 完全 清澈 透明 ， 而是 似透 非透 、 温温和和 、 深不可测 ， 极大 地 迎合 了 中国 人 温文尔雅 、 含而不露 、 保持 中庸 的 儒家 行为准则 ， 深得 国人 喜爱 。   冰种 三彩',1
'命运 可以 改变 ， 保险 就是 改运 利器 呦 ！ 保险 正是 在 童鞋 们 最衰 的 时候 救 你 于 水火 的',1
'# 我要 Note Ⅱ #   好看   霸气   我要 三星 的 手机 啊 ！ iao 紫 - UKNOW   ureSoul __  ',1
'紫罗兰 翡翠 兔子 耳钉 ， 碎 钻 镶嵌 925 银镀 白金 ， 可爱 好贵 ， 独一无二 ， 值得 拥有 ， 送 高档 led 首饰盒 ， 包 顺风 全国 ， 1200 元 ，   http : / / t . cn / zlA',1
'手机 被 偷 买 了 个 三星 galaxy   note   .',1
'水润 通透 、 凝脂 透亮 的 冰 糯 种质 地 ， 玉质 细腻 无瑕 ， 略飘棉 ， 清雅 糯白 底色 飘阳 绿 ， 颜色 过渡 自然 ， 云雾 缭绕 ， 烟雨 朦胧 ， 一派 江南 美景 尽然 从 这 一枚 小小的 翡翠 之中 跃 然而 出 ， 那股 绿 好似 活 的 一般 ， 灵动 秀美 。 散发 着 幽',1
'俗语 有云 “ 海纳百川 ， 有容乃大 ” 。 金 翡翠 珠宝 将 翡翠 镶嵌 艺术 极限 升华 ， 其 经营 的 翡翠 款式 新颖 ， 线条 流畅 ， 各个 皆 是',1
'冰种 的 质地 ， 细腻 致密 ， 整体 冰润 通透 ， 巧色 到位 ， 财神 手 拿 如意 ， 银锭 ， 迈步 而 来 ， 动态 自然 。 更 多 翡翠',1
'翡翠 的 魅力 实在 大   就 连 我 也 爱 上 了  ',1
'看到 这个 翡翠 设计 ， 突然 心动 。 想到 瑶 YY   ， 专注 的 做 着 自己 喜欢 的 珠宝 行业 ， 给 人 带来 愉悦 的',1
'昨儿 发 车库 自拍照 的 时候 那话 写 的 有 语病 . 好 吧 ， 我 组织 好 叙述 一下     第一次 以 自己 的 意愿 ， 买 了 心仪已久 的 三星 9100 ， 早 在 它 还 没 上市 的 时候 ， 就 关注 它 了 ， 这回 总算 如愿   后置 800 万 像素 ， 比 我家 三星 相机 都 高 了 ！ 以后 出游 直接 掏 手机 拍照 方便 啦 ！ 前置 200 万 像素 ， 我 爱',1
'生日 当晚 ， 老公 送 了 个 礼物 给 我 惊喜 兴奋 的 打开 一看 ， 果然 是 惊喜 - - - 翡翠 老公 ， 我 是',1
'黄加 绿 翡翠 算是 比较 抢眼 的 品种 了 ， 有 黄有 绿 ， 生机勃勃 。 黄翡 绿翠 与 白色 ， 三 色 谓之 “ 福禄寿 ” ， 戴上 它 ， 福运财',1
'「 翡翠 吊坠 」 冰 糯种 心心相印 ， 光泽 温和 ， 意头 美好 。 自然光 拍摄 就 很 美',1
'分享 图片 # 我 的 满色宝 葫芦 戒指 # 满色 的 翡翠 小 葫芦 ， 造型 饱满 ，',1
'当今 人爱 翡翠 。 是 有 道理 的 ， 道 是 世道 ， 迫求 保值 升值 ， 盛世 兴 收藏 。 理是 讲 出来 的 ， 翡翠 是 有 文化 传承 的 ， 有 年 世 承载 的 产物 。 翡翠 已 成为 身份 ， 富贵 、 财富 ， 吉祥 、 耀眼 的 物品 、 分享 求购 收藏 的 最高 境界 之一 。 当今 黄金 难比 其 价值',1
'什么 玉 都 有 精品 ， 就是 没有 翡翠 、',1
'今天 收到 翡翠 小 金鱼 ， 上网 查查 鉴定证书 ， 证书 是 真的 。 看着 品质 不错 ， 对 翡翠 不太 了解 ， 就 找个 明白人 鉴定 ， 问 他 ， 这 玩意 是 什么 ？ 回答 ： “ 纯天然 的 翡翠',1
'谢谢 我 最 亲爱 的 师傅 家 小毛   帮 爸爸 编 的 美丽 绳子 。 今天 就 给 老爸 带上 ， 有 了 翡翠 马',1
'冰种 飘花 缅甸 翡翠 节节 高 挂件   高 ： 50.5 mm   宽 ： 26.1 mm   厚 ： 8.9 mm   节节 高 寓意 就是 不断进取 ， 节节 向',1
'华为 ， 世界 上 第一个 同时 掌握 CPU 和 基带 芯片 研发 核心技术 的 手机 公司   看好 华为   华为 很 厉害   华为 会 和 三星 一样 成为 全 产业链 企业   吧 核心技术 牢牢 掌握',1
'今儿个 跟 eitata   去 欢乐谷 ， 真心 是 累 啊 … 骨头 都 要 散架 了 ， 看来 不服 老 不行 啊 ， 介种 刺激 偶是 真心 无法 驾驭 了 …   不过 今儿个 的 照片 都 拍 得 灰常 不错 ， 是 吧 ， 亲爱 滴 ， 三星 手机 就是 好 ， 成像 效果 就是 靓丽 ， 介个 手机 买 的 还是 挺',1
'这 就是 传说 中 的 小米 手机 ！ 还是 第二代 ！ 我 档口 的 这位 同胞 ！ 官网 抢 到 的 ， 跟 我 说 四核 处理器 ！ 比 苹果 的 快 ！ 照 相比 苹果 三星 好 ！ 分辨率 高 ！ 价值 1999 元 ！   这部 神器 堪称 山寨 I5 ！   我 对于 这部 牛',1
'保利 春拍 无锡 站 巡展 钟表 翡翠 专区 ， 单件 翡翠 1',1
'突然 好 喜欢 三星 盖世 note 那样 大屏幕 的 手机 ， 将来 一定 要 买 一',1
'手镯 是 最为 流行 的 一种 翡翠 饰品 ， 是 女性 平安 和 吉祥 的 护身符 。 下 一个 计划 是 妈妈 的 手镯',1
'亲 ， 很棒 的 宝贝 噢 ~   手感 质地 没 的 说 专柜 包邮 / a 货满 绿 翡翠 玉蝉 金蝉   腰缠万贯   一鸣惊人 翡翠 / 挂件 /',1
'三星 手机 拍照 时 的 表现 真不错 ， 这是 昨天 夕阳西下 时 拍 的 ， 你们 的 应该 更好   hat _ Happening   间 之 闲人   我 在 : http : / / t . c',1
'将 异军突起 的 宝石   葡萄 石   被忽视 的 潜力股   因为 葡萄 石 的 色泽 淡绿 而 带 荧光 ， 现在 有 商家 用 它 冒充 冰种 翡翠 。 其实 葡萄 石 自有 它 的 亮丽 ， 完全 不必 依附于 翡翠 之名 ， 我 相信 不久 的 将来',1
'颜色 还 不错 吧 ？ 尺寸 也 可以 — — 高 ： 44.3 mm   宽 ： 18.9 mm   厚 ： 6.2 mm   高 ： 48mm   宽 ： 18.8 mm   厚 ： 6mm     — — 糯冰种 阳绿 缅甸 翡翠 a 货福',1
'# 我要 Note Ⅱ # 我 为 Note Ⅱ 证言 +   屏幕 够 大   霸气 十足 -   炫 色彩 、 超速 感 、 宽屏幕 、 薄 机身 ， 我 的 三星 我 做主 。   天下 之 “ 大 ” ， 舍',1
'这 是 我 的 第一颗 翡翠   ， 从不 追求 太 奢华 的 东西 ， 简单 最好 ， 喜欢 翡翠 的 颜色 ， 绿绿的 像 溪水 一样 清',1
'因为 害怕 伤害 ， 人们 选择 了 买 保险 ； 是 对 未来 的 保障 ； 也 是因为 心中 有 爱 ， 就 如同 有 良好 的 记录 ， 不',1
'三星 NOTE2 也 是 很 让 我 心动 的 。 真心 觉得 很 不错 ， 高科技 的确 给 生活 带来 了 更 多 的 便利 和 享受 。 手机 越做越 高端 ， 人们 却 迷失',1
'# 大 手机 显脸 小 #',1
'保险 也许 不能 改变 生 话 ， 但 至少 可以 防止 生活 被 改受 ！ 保险 让 不 确定 的 人生 凭添 无限 的 确定 ！ 让 不 可知 的 生命 价值 有 了 可知 的 衡量 天平 ！ 让 无法 预测 的 意外 有',1
'翡翠 镶 18K 玫瑰 金 ， 镶嵌 手工费 ， 金价 ， 翡翠 料价 ， 钻石 价 ， 这么些 加 起来 ， 能 在 2 千 已经 很 好 了 ， 还 那么 精细 ， 真的 很 划算 了 。',1
'lumia920 入手 ～ ～ 果然 比 三星 和 苹果 有 质感 多 了 ～ 基亚   用过 的 手机 全是 诺基亚 哇',1
'同学 的 手机 。 三星 的 超',1
'精巧 包围 式 伴 钻 设计 ， 时尚 动感 ； 玻璃 种 正阳 绿 缅甸 翡翠 镶',1
'三星 进一步 扩大 对 苹果 的 领先 优势     今年 第三季度 全球 手机 销量 达到 近 4.28 亿部 。 其中 约 有 2 , 350 万部 是 由 苹果 生产 的 ， 但 有 9 , 790 万部 是 由 三星 生产 的 。 三星 手机 的 销量 比 苹果 多 了 了 7 , 400 万部 ， 这 可能 要 归功于 其 多种 档次 和',1
'刚刚 做好 的 红 黄 翡翠 ， 尚待 抛光 ( 我 这 发上去 的 统统 都 是 没 抛光 时照 的',1
'艳丽 的 翠色 搭配 典雅 时尚 的 造型 ， 如今 的 翡翠 饰品 样式 推陈',1
'送龙年 ， 迎 金蛇 ； 在 昆仑山 自然 生成 的 ， 其中 瓜皮 翠生生 、 绿莹莹 的 ， 还 带 着 墨绿 的 条纹 - - 顶级 翡翠 西瓜 给 大家 拜年 了 ， 祝 全国 人民 ， 心想事成 ， 福足 安康 ，',1
'三星 智能手机 销量 首超 苹果   ， 真正 受益 于 三星 手机 热销 的 有 电池 、 充电器 、 电声 元器 、 高档 涂层 复合材料 等 细分 领域 ， 而 在 以上 几个 细分 领域 上 有 竞争力 的 公司 包括 德赛 电池 、 歌尔 声学 、 禾 盛新材 ， 及 硕贝德 、 劲胜 股份 、 卓翼 科技',1
'最近 迷 上 翡翠 ， 玉 的 首饰 ， 印象 中 这些 都 是 老 女人 戴 的 东西 ， 难道 暗示 我 老 啦 已经 入手 几样 ， 新年 将 至 ， 慰劳 下 自己 和 家人 ， 喜欢 就 好 ，',1
'要 记住 哦 ， 上品 翡翠 有 “ 四好 ” - - - - “ 翠好 ” 、 “ 水好 ” 、 “ 地好 ” 、 “ 完美 度 好 ” ！     #',1
'这 翡翠 也',1
'艺术家 就是 能 把 一块 普通 的 石头 ， 灌注 生命 ！ 这块 翡翠 ， 很',1
'很漂亮 的 翡',1
'三星 手机 好 品质 啊 ～ 我 也 想要 智能手机 ， 希望 能 抽到 哦 ！ rina 清清 - 1217 江苏 卫视 美人 无泪 J 微微 爱 的',1
'大爱 这款 手机 ！ 三星 i9100 ！ 自己',1
'换上 新 的 翡翠 吊坠 ， 新 的 心情 ， 很 喜欢 这个 翡翠 ， 还 用 白金 大 包围 。 很',1
'上 几块 精品 翡翠 供 大家',1
'精巧 包围 式 伴 钻 设计 ， 时尚 动感 ； 糯冰种 淡绿 缅甸 翡翠',1
'双鱼 翡翠 ， 很 好看 ，',1
'场口 之 — 木 那   “ 木 那 ” ， 是 翡翠 市场 上 一个 档次 较 高 的 种料 ， 也 是 近两年 翡翠 市场 的 新贵 。 她 以 鲜艳 均匀 的 绿色 、 透明 清澈 的 水头 ， 令 无数 收藏者 追捧 。 网络 上 有 一句 话 ， 是 这样 形容 “ 木 那 ” 的 ： 海天一色 ， 点点 雪花 ， 混沌初开 ， “ 木',1
'好 美的 一抹 绿',1
'从来不 怎么 对 珠宝首饰 感冒 ， 不过 今天 在 亲戚家 的 饰品店 选中 两条 项链 ， 一件 是 水滴形 红绿 宝吊 坠 ， 一件 是 翡翠 竹节 挂链 ， 算是 给 自己 的 生日礼物 啦 ， 希望',1
'虽然 今天 我 是 个 ， 但 有 你 陪 真 好 小 咪 Mimikwan - 恆寶南華珠 寶   ， 还有 ， 谢谢 你 送 的 翡',1
'三星 ” 盖世 三 ”   一部 不错 的 手机 ， 这次 年终 大奖 可 真是 大手笔 呀 ！ 给 我 吧 给 我 吧 ～ ～ 你 想要 吗 ？ 来 转拉 ， （ 我要 要 ～ ） ^ o ^ J 小妖 沫筱冉   蛮俊妞   做个 幸福 的 女人   念 呐些 年  ',1
'吃 题材 的 翡翠 雕件 ， 料 一般 ， 但 雕工 不错 ， 价钱 不贵 但 很 有 趣味 ， 惹',1
'在 上海 双面 女郎 家里 ， 用 她 新 买 的 三星 手机 拍照 是 比 我 手机 拍 出来 的 好看',1
'色彩 浓烈 的 翡翠 却 有着 如此 清晰 淡雅 的 作品 ， 晶莹剔透 的 白翡 打造 的 兰花 、 如 蜜糖 般 浓醇 的 黄色 翡翠 打造 的 蜜蜂 、 透出 黄色 阳光 的 绿色 翅膀 ， 蜜蜂 在 花 中 辛勤劳动 ， 一',1
'最 爱',1
'苹果 越来越 掉入 IT 产品 的 老套 ， 光环 逐步 散 去 。 成功 在于 创新 和 惊艳 。 而 向 市场 要 销量 的 同时 ， 只会 升级 配置 ， 就是 PC 产品 的 死胡同 ， 难道 苹果 也 要 重新 表演 一番 ？ 人们 是 很 难 接受 一再 的 失望 的 。 我 觉得 从 产品 的 惊艳 度 来看',1
'珠宝展 # 三姐家 展台 的 橱窗 ， 晶莹剔透 的 翡翠 ， 很 美 ，',1
'和田玉产 生于 火山 喷发 ， 从 地质学 角度 来讲 ， 属 透闪石 质 ， 呈 毛毡 状 ， 如 人体 肌肉 的 纤维 ， 和田玉 是 世界 上 柔韧性 和 油润性 最好 的 玉种 。 钻石 的 韧性 是 她 的 1 / 10 ， 翡翠 是 她 的 1 / 2',1
'纹路 清晰 ， 晶莹剔透 ， 巧夺天工 ， 此 乃',1
'一组 宝宝 翡翠 挂件 。 葫芦 （ 福禄 ） ， 如意 ， 福瓜 ， 种水 俱佳 ， 起荧 ， 飘花 灵动 。 送给',1
'三星 手机 很 不错 ， 我用 的 第一部 手机 就是 三星   我 是 三星 控 哈哈 ， 我 现在 在 用 S5670 ， 耳机 有点 不 对 了 appy 里 有 hyp   慧敏',1
'# 翡翠 精品 # 种 老水好 ，',1
'水头 不错 哦 ~ 雕工 也 可爱 ，',1
'自从 给 老妈 买 了 翡翠 挂 坠 以后 ， 我 似乎 对 翡翠 上瘾 了 。 前 几天 听 老爸 说 外婆 瘦 了 ， 于是 我 又 买 了 个 翡翠 如意 给 外婆 ， 顺便 也 买 了 个 给 大姑妈 。 今天 特 地带 着 两个 挂 坠 去 八大处 灵光 寺 祈福 ， 希望 她们 能',1
'# 大 手机 显脸 小 # 真的 越来越 有 吸引力 了 ， 果',1
'碧玺 虽然 不如 翡翠 喜欢 ， 但是 也 有 别样 的 风情',1
'纯净 ， 灵韵 ， 一尘不染 ， 翡翠 总是 那么',1
'超级 臻 品 ！ 正阳 绿冰种 翡翠 钻石项链 ， 瑰丽',1
'冰种 白彩 青油 漂 浅绿 丝 翡翠 金鸡 报晓 玉雕 摆件 ， 翡翠 尺寸 高 13.80 cm   宽 14.50 cm   厚 3.80 cm   重量 695 克 ， 分享 的 不单单是 一件 翡翠 ， 更 多 的 是 翡翠 背后 的 文化 ， 翡翠 带',1
'真心 觉得 三星 的 手机 比 苹果 强大 好多 。 。 搞',1
'老坑 玻璃 种 皇帝 绿 翡翠 精美 观音 ， 整体 造型 圆润 饱满 ， 质地 细腻 、 翠色 晶莹 润泽 、 灵动 璀璨 ， 手掌 大小 ， 整体 显得 高贵典雅 ， 无 任何 瑕疵 ， 翡翠 中 的 极品 。 大家 来',1
'呵呵 ， 漂亮 ！ 精品 ！ 确实 是 要 先 安居乐业 攒下 足够 资本 后 才',1
'一位 气质 优雅 的 客户 选购 的 翡翠 戒指 ， 椭圆型 的 翡翠 界面 配 上 周围 的 一圈 小',1
'我 想 说 ， 这块',1
'# 我 爱 小米 手机 # 米 手机   终于 抢到 2 了 ， 花 了 我 一个多月 的 时间 ， 虽然 是 32 的 ， 不过 不错 了 ， 总比 没 抢 到 好 ， 要 没 抢 到 我 真心 疯 了 ， 辜负 了 engming 冯铭   。 M2 尺寸 虽 没 三星 霸气 ， 但是 至少 拿 得 稳 ， 配置 更 不用说',1
'公司 协会 举办 的 江苏 工艺美术 展览 。 超多 精品 。 苏绣 ， 紫砂 。 红木 。 泥人 。 翡翠',1
'水头 好 的 翡翠 . 18k 加碎 钻 （ 喜欢 的 可以',1
'看到 朋友 的 这个 三星   galaxy   note   II   手机   暂且不说 操作系统 好不好 用   这个 设计 满足 我 对 手机 跟 mini   ipad 的 同等 需求   瞬间 感觉 这个 小苹',1
'极品 老坑 冰 种天然 墨翠 精雕 观音 。 翡翠 长 52 / 宽 32',1
'我 就 有 慈禧 玩过 的 翡翠 ， 因太完',1
'经 鉴定',1
'我 去 ， 一大早 测试 完 手机 就 从 床上 摔 了 ， 还有 手机 没事 ， 哎哟 三星 手机 质量 不错 哦 ~',1
'今天 好开心 哦 ！ ！ 准备 买手机 拉 ！ ！ 现在 好像 有点 喜欢 三星 5830 . / 怎么 搞 的 ！ ！ 明明 想 买 苹果 的 ！ ！   明天 9.18 ，',1
'今天 难掩 激动 的 心情 啊 ， 手机 送到 了 ， 不得不 说 三星 盖世 三 真心 好用 ， 拿 在 手里 也 霸气 非凡 。 终于 我 的 夏 普小白',1
'买手机 还是 得 三星',1
'2013 年 收到 的 第一个 礼物 。 老公 送 的 翡翠 A 货',1
'尺寸 大 ， 颜色 美 ， 雕琢 还 十分 精致 ， 高 ： 77.1 mm 宽 ： 41.2 mm 厚 ： 22.5 mm ， 特价 仅售 7800 元 ， 太 划算 啦   ： 冰种 黄翡 缅甸',1
'这 只 确实 很漂亮 ， 没有',1
'同事 一款 三星 手机 ， 居然 有个 投影仪 功能 ， 真心 觉得 好玩 。',1
'给 老爸 买 了 一个 三星 大器 手机 ， 很 绅士 ， 很 好看 ， 可',1
'omg !   三星 越来越 强大 了 ， 我 手机 也 是 三星',1
'冰种 起光 翡翠',1
'LG 的 多任务',1
'天然 翡翠 精品 ， 寓意 “',1
'翡翠 好看 ，',1
'我 在 东 商城   发现 了 一个 非常 不错 的 商品 ： 三星 （ SAMSUNG ） S5830I   3G 手机 （ 纯白 ） WCDMA / GSM ， 京东 价 ： ￥   1148 。 感觉 不错 ， 分享 一下   http : / / t . c',1
'玻璃 种 缅甸 翡翠 如意 挂件   清澈 无瑕 ， 使 之 感悟到 纯洁 真诚 通灵之 感 ， 又 似 超脱 世间 红尘 ， 让 躁动不安 的 心 归于 宁静 ， 玻璃 种 翡翠 宜 收藏 ， 传 万世 ， 只要 不 被 火烧 ， 不 被 硬 砸 ， 不 被 磕碰 ， 它 能 永葆青春 ， 将 我们 的 思想 和 期望 的 表达',1
'其实 三星 的 手机 还',1
'用 了 三星 的 大屏幕   爽 了   才 知道 其',1
'米 手机   真的 是 中国 的 骄傲 ， 。 超 高性价比 ， 我们 也 不用 花',1
'突然 迷 上 翡翠 ， 每 一个 小石头 都 是 独一无二 的 ， 同时 遇到 值',1
'下午 给 手机 换 了 个 磨砂 膜 ， 好 吧 ， 显示 效果 确实 打了个 对折 ， 还好 三星 的 屏幕 艳丽 ， 虽然 屏幕 变 暗淡 了 ， 倒',1
'我们 最 得意 的 自拍 ， 感谢 神器 感谢 三星 手机 背景 光 感谢 HYWLXY 的 倾情 演出 爱爱 - 亭君   anessa 恩   萌 女孩 超',1
'帮坤 平换 了 条 翡翠 玛瑙 珠子 ，',1
'这 部手机 真是 史上 最牛 ， 什么 苹果 三',1
'这样 的 三星 手机 的 功效 ，',1
'精美 翡翠 （ 更 多 翡翠 知',1
'昨天 抢购 的 两台 V5 非常 满意 ， 四核 挺 流畅 的 ， 电影 游戏 上网 都 很棒 ， 和 三星 比 差距 也 不 明显 。 估计 三个 星期 后 应该 还有 下 一轮 抢购 吧 ？ 到 时 大胆 多 抢 几台 。 喜欢 这个 型号 比较 小 众 ， 出门 也 不怕 撞机 。 想想 哪天 我 拿 起 i9300 接电话 的 时候 旁边 一位 大叔 也 拿 起同 一款 同 颜色 的 手机 打电',1
'今天 去 帮 朋友 看 翡翠 ， 全 柜台 只有 一件 成色 不错 的 上等品 ， 小小 一个 豌豆 吊坠 ， 居然 开价 1680',1
'冰种 晴水 缅甸 翡翠 福 如意 挂件   水润 悠长 的 冰 种质 地 ； 淡淡的 晴 水色 低调 涵',1
'笑 什么 笑 ， 冰 糯种 的 翡翠 观音 ， 颜色 小 清新 ， 当然 可以 再 200 元内 买',1
'看 三星 手机',1
'三星 noteII   秒杀 某疯 5 . 最近 看 韩剧 彻底 爱上 这款 手机 了 ！ 屏幕 大 又 4 核 ~ 太爽',1
'我 是 手机 杀手 ， 上次 三星 手机 是 ５ 年前 ， 后来 用 了 ４ 个 牌子 的 ８ 个 手机 ， 现在 重新',1
'“ 临 水镜 花 ”   确实 美 ！ 让 烦躁 的 心 平静 下',1
'1456 # 上海 移动 网上商城 抢购 #   我要 抢 1314 元 的 三星 盖世 3 手机 儿 最 强大   mi _ le 阳光   ily _ han8',1
